Job Salary,Job Experience Required,Role Category,Functional Area,Industry,Job Title,Skills List
"200,000",3.0,Operations,"ITES , BPO , KPO , LPO , Customer Service , Operations","Medical, Healthcare, Hospitals",Operations Manager,"Grievance Handling, branch sales manager, employee relations, employee engagement, Operations Manager, branch operations manager"
"450,000",5.5,Programming & Design,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",Software Developer,"magento, Joomla, Drupal, MVC Architecture, php, Laravel, MVC Frameworks"
"350,000",5.5,Sales Support,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Sales Coordinator,"inside sales, backend operations, technical sales, sales coordination, sales administration, presales, sales support, crm"
"162,500",0.5,Admin/Maintenance/Security/Datawarehousing,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",System Administrator,Communication Skills
"362,500",5.5,Retail Sales,"Sales , Retail , Business Development",Insurance,Sales,"Banca, General Insurance, Insurance Sales, Sales Management, Branch Banking"
"525,000",3.5,Advertising,"Marketing , Advertising , MR , PR , Media Planning","Advertising, PR, MR, Event Management",Events,"online promotion, seo executive, web development, work from, internet marketing, freelancer, online advertising, part time"
"1,000,000",3.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Web Technologies, Python Developer, Python"
"425,000",4.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR",Other,HR Executive,"bd, fom, call center, sales, admin executive, guest relations, counsellor, hr generalist, hotel, backend, gre, ea, hospital, airline, hr coordinator, bpo, back office, mall, kpo, it, hr operations, pa, front office, pharma, accounts, travel, tally, foe, facility"
"1,450,000",8.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Core Java Developer, Spring MVC, Ajax, J2EE, jQuery, CSS, HIRA, Hibernate"
"112,500",0.5,Other,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,"Word, Excel Powerpoint, MS Office Suite, Fresher"
"237,500",3.5,Senior Management,"Production , Manufacturing , Maintenance",Facility Management,Head,"Sales Process, Business Development, Opportunity Identification, New Business"
"337,500",4.0,Online/Digital Marketing,"Marketing , Advertising , MR , PR , Media Planning","Retail, Wholesale",Search Engine Optimisation ,"On - page Optimization, CSS, Dynamic, PPC, Keyword Analysis, HTML, Off - page Optimization, Content Optimization"
"1,550,000",7.5,R&D,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Research Scientist,"organic chemistry, organic synthesis, medicinal chemistry"
"250,000",1.5,Sales Support,"Sales , Retail , Business Development","Real Estate, Property",Front Desk,"Front Office, Receptionist Activities, Computer Skills"
"550,000",4.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"css, javascript, wordpress, php, jquery, mysql, ajax, web development, html5, api"
"1,000,000",4.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Angularjs, Html5, Yii, PHP, an, Codeigniter"
"275,000",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"cognizant, international, google, google maps, bpo, call center, voice, voice process, fresher, btech, technical support, client service, customer service, fixed off, b2b, google adwords, adwords, search engine, dell, US"
"250,000",3.5,Purchase/Material Management,Purchase / Logistics / Supply Chain,"Pharma, Biotech, Clinical Research",Purchase Executive,"New Vendor Development, Material Procurement, Purchase Requisition, Materials, Purchase Order, MIS Reporting"
"200,000",2.5,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales Executive,"Accounting, Banking, Financial Services, Cross Selling, Business Development, fresher, Mba Fresher"
"625,000",6.5,Corporate Sales,"Sales , Retail , Business Development","BPO, Call Centre, ITeS",Sales,"B2B, Lead Generation, Cold Calling, Inside Sales, Presales, Prospecting, Sales Management, New Business, Market Research, International Business Development, Marketing"
"150,000",1.5,Marketing Research,"Marketing , Advertising , MR , PR , Media Planning","Recruitment, Staffing",Marketing Research Executive,"business, technology, mba, sales, journalism, marketing, b2b, pgdm, isc, b.tech, communication, icse, cbse"
"400,000",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"Customer Service, cce, inbound, customer care, Customer Support Executive, Voice Process, UK Shift, us shifts, US Process, Customer Support, Customer Care Executive, international voice process, outbound, International Voice, International BPO"
"175,000",1.0,Retail Sales,"Sales , Retail , Business Development","Architecture, Interior Design",Sales Executive,"insurance, business development, financial services, business developer, sales, sales executive, banking, marketing, sales manager, lead generation, sales officer, telesales, business development executive, telecalling, telemarketing"
"1,100,000",4.5,Technical Support,"IT Hardware , Technical Support , Telecom Engineering","Media, Entertainment, Internet",Technical Support Manager,"Technical Helpdesk, CMS, Content Management System"
"575,000",5.5,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales,"Retail Assets, Business Banking, Wealth Management, Forex Trading, HNI Sales, NRI, Cross Selling, Quality Improvement, Relationship Management, Client Engagement, HNI Acquisition, Revenue Generation"
"1,000,000",6.0,System Design/Implementation/ERP/CRM,"IT Software - ERP , CRM","IT-Software, Software Services",ERP Consultant,"microsoft dynamics nav, microsoft dynamics navision, ms dynamics navision, ms dynamics nav"
"500,000",4.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"php, mysql db, git, python, linux, rest, product management, windows, automation"
"150,000",3.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR",Other,HR Executive,"Training, Screening, Administration, Payroll, Employee Relations, admin, HR, Benefits, Interviewing, Recruitment"
"950,000",6.5,Admin/Maintenance/Security/Datawarehousing,"IT Software - Network Administration , Security","IT-Software, Software Services",System Administrator,"PowerShell, wintel, active directory, Nutanix, troubleshooting, ESX, Netapp, windows, vSphere"
"900,000",6.5,IT Hardware,"IT Hardware , Technical Support , Telecom Engineering",IT-Hardware & Networking,Network Administrator,"Ccsa, Troubleshooting Skills, Networking, Checkpoint Firewall, WAN, Routing, Ccie Security, Cissp, Switching, IT Security"
"375,000",2.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"technical support engineer, technical support executive, technical support officer, active directory, international bpo, voice process, Technical Support, tech support, TSR, Senior Associate"
"187,500",3.0,Retail Sales,"Sales , Retail , Business Development","Printing, Packaging",Sales Executive,"Field Sales, field marketing"
"275,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"bpo, Customer Service, international bpo, csr, inbound, tse, ites, customer care, client servicing, call center, accounting, analytical skills, customer support, voice process, service desk, cse, international voice process, outbound, it helpdesk, icse"
"200,000",2.0,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","FMCG, Foods, Beverage",Accounts Executive,"Bcom, Salary, B, Accounting"
"275,000",1.0,Other,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,"night shift, bpo, domestic bpo, international bpo, inbound, computer operator, back office, customer service, lpo, call center, kpo, domestic, calling, backend, data entry"
"450,000",10.0,Logistics,"Supply Chain , Logistics , Purchase , Materials","Medical, Healthcare, Hospitals",Logistics Manager,"Dispatch, Logistics, Stores, warehouse, inventory, stock, Inventory Management, Warehouse Management"
"312,500",3.0,IT Hardware,"IT Hardware , Technical Support , Telecom Engineering",IT-Hardware & Networking,System Administrator,"Samba, LVM, KVM, Linux, Solaris, Apache Tomcat, LAMP, SVM, RAID, Oracle, Virtualization"
"262,500",2.5,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Medical, Healthcare, Hospitals",Service,"Maintenance, Installation, Commissioning, Service Engineering"
"312,500",0.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling,"domestic bpo, Customer Service, international bpo, Call Center Operations, computer operator, back office, call center, Customer Care Executive, Customer Support, inbound process, calling, Customer Care, data entry operator, data entry"
"350,000",1.5,Retail Sales,"Sales , Retail , Business Development","Recruitment, Staffing",Sales Executive,"B2B, Sales, relationship management, lead generation, Inside Sales, B2B Sales, Direct Institutional Sales, corporate sales"
"262,500",2.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","Media, Entertainment, Internet",Associate,"Interpersonal Communication, Communication Skills, Customer Service, Customer Experience, Social Media, Conflict Resolution, Mediation"
"700,000",3.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,core java
"450,000",2.5,Corporate Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales,"digital marketing, business development executive, business development manager, seo, sales, search engine optimization, IT Sales"
"250,000",2.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","BPO, Call Centre, ITeS",HR Executive,"BPo hiring, BPO, Recruitment Executive, hiring, recruitment, hr"
"425,000",1.5,Ticketing/Travel/Documentation,"Travel , Tours , Ticketing , Airlines","Travel , Hotels , Restaurants , Airlines , Railways",Tour Mngmt Executive,"bba, freelancing, bca, btech, software, it, mba, part time, teachers, it software, data entry, ba"
"625,000",4.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Java, Hibernate, IBATIS, Solr, Javascript, J2Ee, ORM, Spring, Lucene, Web Services"
"550,000",3.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Web Developer, Web Designer, Senior Web Designer, Graphic Designer, website design, visual design, HTML, Bootstrap, Javascript, jquery, Agile Development, Scrum, PHP, CSS"
"1,100,000",10.5,Safety/Health/Environment,"Production , Manufacturing , Maintenance","Pharma, Biotech, Clinical Research",Safety Officer,"ehs, safety, she, OHSAS"
"850,000",7.5,Marketing,"Marketing , Advertising , MR , PR , Media Planning","FMCG, Foods, Beverage",Regional Marketing Manager,"marketing management, team leading, marketing manager, Brand Management, Product Management, New Product Development, Packaging"
"300,000",3.5,Corporate Banking,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Client Servicing,"Corporate Salary, Presentation Skills, Cross Selling, Client Acquisition, Banking, B2B Sales, Corporate Sales"
