Job Salary,Job Experience Required,Role Category,Functional Area,Industry,Job Title,Skills List
"250,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling,"call center, customer care, inbound, calling, executive, domestic, international, customer service, customer support, bpo, kpo, cce, voice process"
"350,000",2.5,Other,"Executive Assistant , Front Office , Data Entry","Recruitment, Staffing",Fresher,"bpo, freelancing, domestic bpo, computer operator, online promotion, back office, branding, back office executive, kpo, call center, part time, sales, ads, promotions, receptionist, freelancer"
"150,000",2.0,Other,"Executive Assistant , Front Office , Data Entry","Banking, Financial Services, Broking",Trainee,"VBA, VLOOKUP, Formulas, Advanced Excel, Excel Sheet, HLOOKUP, MIS Reporting"
"250,000",1.0,Retail Sales,"Sales , Retail , Business Development","Education, Teaching, Training",Sales Executive,"Educational Sales, Time Management, recruitment, lead generation, hr, Institutional Sales, Btl, Mba Fresher, salary, sourcing, Marketing"
"362,500",4.5,Retail Sales,"Sales , Retail , Business Development",Insurance,Sales,"General Insurance, Agency Channel, Insurance Sales, Health Insurance"
"400,000",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"international sales, expedia, bpo, international bpo, tourism, firstsource, international voice, air ticketing, teleperformance, ibm, outbound sales, airlines, under graduate, travel, cisco"
"225,000",4.0,Content Development,"Journalism , Editing , Content",Publishing,Content Developer,"editor, sub editor, dainik bhaskar, fashion"
"387,500",3.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"Cce, BPO, Communication Skills, International Voice, International BPO, Customer Service, Customer Care Executive, CSR, CCO, CSE, Customer Service Executive"
"337,500",1.5,Online/Digital Marketing,"Marketing , Advertising , MR , PR , Media Planning","Advertising, PR, MR, Event Management",Display Marketing Executive,"digital marketing, Bca, Hr Mba, Internet Marketing, Part Time, promotions, online marketing, Bba Fresher, b.a, trainer, freelance, Mba Fresher, freelancer, Advertising"
"212,500",3.5,Retail Sales,"Sales , Retail , Business Development","Education, Teaching, Training",Sales Executive,"Sales, Business Development, marketing"
"150,000",1.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Subject Matter Expertise, Biology, SME, Subject Matter Expert"
"400,000",3.5,Ticketing/Travel/Documentation,"Travel , Tours , Ticketing , Airlines","Travel , Hotels , Restaurants , Airlines , Railways",Travel Agent,"Travel Process, GDS, amadeus, galileo, international ticketing, Hotel Booking, International BPO, voice process, inbound, outbound"
"262,500",0.5,Other,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,"domestic bpo, Customer Service, international bpo, Call Center Operations, computer operator, back office, call center, Customer Care Executive, Customer Support, inbound process, calling, Customer Care, data entry operator, data entry"
"550,000",5.5,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Medical, Healthcare, Hospitals",Service,"biochemistry, molecular biology, serology, application support, technical support, preventive maintenance, Service, Application, Technical, Elisa, Hematology, Immunology"
"350,000",3.0,Food & Beverage,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Restaurant Manager,"liquor, team handling, team management, bar, wine, Assistant Restaurant Manager"
"850,000",8.5,Analytics & BI,Analytics & Business Intelligence,"KPO, Research, Analytics",Data Analyst,Data Analytics
"475,000",6.5,Retail Sales,"Sales , Retail , Business Development","FMCG, Foods, Beverage",Regional Manager,"sales management, dermatology, personal care, skin care, herbal, regional sales, hair care, skin, Cosmetics, selling, cosmetic, distribution"
"150,000",0.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","Export, Import",Telecalling,"Telecalling, Tele Caller"
"300,000",3.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","KPO, Research, Analytics",Associate,"drafting, Derivatives, OTC"
"187,500",1.5,Pre Sales,"Sales , Retail , Business Development","Automobile, Auto Anciliary, Auto Components",Pre Sales Consultant,"Showroom Sales, Sales Consulting"
"200,000",0.5,Ticketing/Travel/Documentation,"Travel , Tours , Ticketing , Airlines","Travel , Hotels , Restaurants , Airlines , Railways",Reservations Executive,"Travel, Ticketing, GDS, Galileo, Amadeus"
"300,000",3.0,Channel Sales,"Sales , Retail , Business Development","Automobile, Auto Anciliary, Auto Components",Sales Executive ,"bde, retail sales, business development, corporate sales, fmcg sales, retail, field sales, Banking Sales, marketing officer, Sales, marketing executive, sale executive, direct selling, insurance sales, financial sales, institutional sales, direct sales"
"150,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"BPO, Email Support, chat process, cce, customer care, call center, Inbound, chat support, customer relation, Customer Support, voice process, outbound, Technical Support, telesales, international call center, customer care executive"
"237,500",1.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling,"Hindi, Marathi, English, communication, voice"
"1,400,000",4.0,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Medical Officer,"emergency, EMO, CMO"
"175,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","KPO, Research, Analytics",Associate,"Hardware Networking, Semi Voice, Customer Associate, Telecommunication, KPO, US Healthcare, Medical Billing, Medical Transcription, Technical Support, Voice"
"725,000",5.5,Retail Sales,"Sales , Retail , Business Development","Real Estate, Property",Sales,"real estate sales, sales manager, channel sales, real estate, area sales manager, affordable housing, business development, bdm, real estate marketing, business development manager, sales, sales executive"
"212,500",3.0,Institutional Sales,"Sales , Retail , Business Development","Pharma, Biotech, Clinical Research",Sales Executive,"Hospitals, Chemists, Sales Executive Activities, Doctors"
"1,500,000",9.5,Programming & Design,IT Software - Other,"IT-Software, Software Services",Team Lead,"payments, Banking, Version Control, hibernate, transactions, core java, Jenkins, bank, spring security, spring mvc, encryption, spring batch"
"950,000",7.5,Programming & Design,"IT Software - ERP , CRM","IT-Software, Software Services",Testing Engineer,"continuous integration, .net framework, c# developer, ASP.Net MVC, SQL Server, c#, Javascript, jQuery, HTML, CSS, Mentoring, AWS, Azure, Automation Testing, Automation Test Engineer, Android SDK, Test Lead, qa lead"
"800,000",2.0,Creative,"Design , Creative , User Experience","IT-Software, Software Services",User Experience Designer,"ux, ui, web developer, mobile applications, vector, Adobe After Effects, ios"
"4,500,000",12.5,Senior Management,"Strategy , Management Consulting , Corporate Planning",Insurance,Head,"Agency Sales, Corporate Strategy, Profitability, Insurance, Strategy"
"3,250,000",10.0,Senior Management,"Supply Chain , Logistics , Purchase , Materials","Retail, Wholesale",Head,"Category Management, Luxury, Buying, Home Decor, Home Furnishing, Lifestyle, Furniture, Merchandising, interior"
"325,000",0.5,Other,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,"Computer Operating, Calling, business development, Part Time, sales, Marketing, Back Office, freelance, Online Marketing, Call Center, Data Entry Operation"
"1,500,000",4.0,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Anaesthetist,Critical Care
"275,000",6.0,Food & Beverage,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Restaurant Manager,"Assistant Manager, Restaurant Manager, Assistant Restaurant Manager, hotel management, RM, hospitality management, ihm"
"400,000",1.5,Marketing Research,"Marketing , Advertising , MR , PR , Media Planning","Travel , Hotels , Restaurants , Airlines , Railways",Marketing Research Executive,"mba, Tele Marketing Executive, part time, fresher, freelance, Tele Caller, ba"
"450,000",3.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"ios development, ipad, application development"
"212,500",0.0,Other,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,"Customer Care, International BPO, Call Center, Inbound Process, Cce, Night Shift, Calling, Non Voice Process, KPO, Outbound, Sales, Marketing, Customer Support, Back Office, Non Voice, Domestic BPO, Data Entry, Voice Process, MNC"
"300,000",4.0,Retail Sales,"Sales , Retail , Business Development","Chemicals, PetroChemical, Plastic, Rubber",Sales Executive,"channel development, channel partners, sales executive activities, Project Sales, Direct Sales, Flooring, Channel Sales, FMCG Sales, B2B Sales"
"1,250,000",7.5,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Chartered Accountant,"Management Accounting, Chartered Accountant, Ca, Service Delivery, Client Management, Six Sigma"
"850,000",5.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"JMS, Hibernate, Core Java, DAO, Spring Mvc, Spring Framework, JDBC, J2Ee, Spring Batch, Spring Security"
"1,100,000",7.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR",Insurance,HR Manager,"Sales Hiring, employee relations, recruitment management, Human Resource Management, Employee Engagement, hr generalist, Business HR, hr management, HR Operations, Performance Management, Employee Retention"
"350,000",1.5,Finance/Audit,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Financial Analyst,"Mba Finance, venture capital, private equity, investment banking, Mba Finance Fresher, Data Analyst, Financial Analyst, data collection, finance, mergers, research, CFA"
"1,600,000",17.0,Architectural Services,"Architecture , Interior Design","Architecture, Interior Design",Architect,"design, Architect, Residential, Commercial building, Autocad, Design Review"
"312,500",3.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,"head hunting, hr recruiter, Non IT Recruitment, IT Recruitment, Senior Recruiter, recruitment consultant, recruitment, recruitment executive, sourcing"
"300,000",4.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Education, Teaching, Training",HR Executive,"hr, hr recruiter, hr generalist, administration, leave management, attendance management, time management, mis, selection process, joining formalities, documentation, payroll, housekeeping management, facility management, human resource management"
"525,000",4.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"java, web services"
"450,000",3.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"data cleansing, python, web technologies, Selenium, javascript"
"1,700,000",8.0,Senior Management,Analytics & Business Intelligence,"IT-Software, Software Services",Head,"SSIS, SSRS, SSAS, MS SQL Server, MSBI, ETL, ASP, VB.NET, Team Foundation Server, Visual Studio"
"600,000",3.5,Retail Sales,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Sales,"sales management, Media Sales, media marketing, Business Development, Sales Manager, SME Sales"
"1,500,000",5.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Wordpress, PHP"
"175,000",2.0,Production/Merchandising/Business Development,"Export , Import , Merchandising","Textiles, Garments, Accessories",Quality Assurance,"QA, QC, quality auditor, Quality Assurance, quality analyst"
"287,500",4.0,Project Management,"Site Engineering , Project Management",Publishing,Project Manager-IT,"project management, project coordination, project planning"
"237,500",1.5,Other,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,"BPO, call centre, Cce, computer operator, Non Voice Process, back office, office assistant, ites, backend process, kpo, Inbound, Chat Process, deo, bpo call center, Domestic BPO, data entry operator, Night Shift, data entry, Data Entry Operation"
"4,250,000",11.5,System Design/Implementation/ERP/CRM,"IT Software - Network Administration , Security",IT-Hardware & Networking,Solution Architect ,"network infrastructure, Unix Shell Scripting, Perl, Windows, Apache, IT Infrastructure, Kerberos, infrastructure manager, GIT, Linux, Docker, Build, Ansible, Python"
"400,000",4.0,Admin/Maintenance/Security/Datawarehousing,"IT Software - Application Programming , Maintenance","FMCG, Foods, Beverage",Network Administrator,SAP SD
"1,500,000",20.0,Senior Management,"Production , Manufacturing , Maintenance","FMCG, Foods, Beverage",Head,"Production, Factory Management, Quality Control"
"187,500",2.0,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales,"insurance, process, casa, field marketing, level, business executive, retail sales, local, sales, b2b sales, credit cards, current account, sales officer, Field Sales, relationship, who, direct sales"
"550,000",3.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"SQL Development, Database Administration, DBA, SQL Developer, SQL Queries"
"350,000",1.5,Corporate Sales,"Sales , Retail , Business Development","Education, Teaching, Training",Sales Executive,"business development, sales marketing, corporate sales, sales, sales executive, field sales, marketing, educational sales, marketing executive, sales representative, marketing representative, sales insurance, sales associate, direct sales"
"1,450,000",4.0,Analytics & BI,Analytics & Business Intelligence,"Courier, Transportation, Freight , Warehousing",Business Analyst,"Business Analyst, Business Analytics, Business Analysis, Data Analysis, Data Management, Operations, Finance, Customer Service, R, Python, SQL, Excel"
"175,000",3.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",HR Executive,"hr recruiter, non it recruiter, recruitment, bpo recruitment, recruiter"
"225,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"BPO, Customer Service Representative, voice process, CSR, bpo voice, CSE, customer service, Domestic BPO, ITES, Customer Service Executive"
"337,500",7.0,Retail Sales,"Sales , Retail , Business Development","Retail, Wholesale",Area Sales Manager,"marketing, Retail, visual merchandising, operations management, target achievement, retail management, stores, stock management, store operations, store management, manpower management"
"212,500",3.5,Retail Sales,"Sales , Retail , Business Development",Insurance,Sales,"Banca Sales, Relationship Manager, Sales Development Manager, Sales Officer, banca"
"1,100,000",9.5,Institutional Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Institutional Sales,"hni, relationship"
"550,000",3.5,Channel Sales,"Sales , Retail , Business Development","Media, Entertainment, Internet",Sales ,"Corporate Sales, Key Account Management, ad sales, media sales, Space Selling, digital sales"
"1,000,000",5.5,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit",Medical Devices / Equipments,ICWA,"process compliance, US GAAP, sox compliance, IFRS, Process Audit, finance"
"950,000",4.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Java, Agile Methodology, Software Development, C, Design Patterns, Computer Science, Database, SQL Queries, JEE, Memory Management"
"400,000",1.5,Content Development,"Journalism , Editing , Content","IT-Software, Software Services",Business Content Developer,"adobe experience manager, content development, content analysis, content analyst, content writing, content editing, cms, content management system"
"350,000",1.0,Retail Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive,"digital marketing, upselling, prospecting, negotiation, web technologies, software sales, business development executive, selling, it sales, sales"
"325,000",2.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Manager,"IT Recruiter, hiring, mass hiring, bulk hiring, human resource management, us recruitment, HR Recruiter, Talent Acquisition, recruitment, technical recruiter, recruitment executive, us staffing"
"450,000",4.5,Retail Sales,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Sales,"Business Intelligence, loyalty program, loyalty, loyalty programs, Business Development, loyalty program management, rewards"
"350,000",6.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Java, Hibernate, Multithreading, MVC, Spring, AWS, Web Services"
"200,000",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"Communication Skills, tele calling executive, Telecalling, telesales, tele marketing executive, International BPO"
"250,000",2.5,Card Products,"Financial Services , Banking , Investments , Insurance","BPO, Call Centre, ITeS",Cards-Sales Officer,"bd, bde, cold calling, customer service, business development, counter sales, bdo, sales, field sales, banking, credit card sales, marketing, sales executive activities, banking sales, credit cards, lead generation, insurance sales, direct sales"
"450,000",4.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,Sharepoint Development
"362,500",2.5,Retail Sales,"Sales , Retail , Business Development","FMCG, Foods, Beverage",Area Sales Manager,"Distribution Management, ASE, Area Sales, FMCG, Channel Management, Area Sales Executive, Sales Marketing, Strategic Planning, Sales Executive Activities"
15000,0.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling,"Computer Operator, Typing, data, Non Voice Process, Non Voice, Voice Process, Data Entry, Inbound, Data Entry Operator, Backend, Domestic Voice Process, Domestic, Back Office, Fresher, Call Center, Voice, Data Entry Operation, International BPO"
"337,500",1.5,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Intern,"biotechnology, biology, Zoology, bpt, microbiology, nursing, mpt, medical microbiology, medical coding"
"175,000",7.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,"Salary, Team Handling, Communication Skills, TL, Hiring, Team Leading, Bpo Recruitment"
"1,200,000",7.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,Data Services
"275,000",4.5,Corporate Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales,"insurance, agency channel, channel sales, business development, retail sales, distribution, corporate sales, sales, field sales, banking, marketing, advisor, bank, sales manager, bfsi, sales officer, bancassurance, telecom, fmcg, direct sales"
"262,500",1.5,Back Office/Web/Transaction Processing,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"BCOM, BBA, bpo, wipro, BHM, Inbound, B.TECH, MBA, HCL, Customer Support, BSC, HGS, International Voice Process, BA"
"287,500",2.0,Retail Sales,"Sales , Retail , Business Development","Education, Teaching, Training",Sales,"Inside Sales, Educational Sales, Admission Counselling, B2C Sales, Senior Sales Executive, business development executive, Education Counseling"
"600,000",5.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Project Lead,"Team Management, Client Management, Team Building, Project Management, Problem Solving, Process Improvement, Problem Analysis"
"1,750,000",2.0,Other,Analytics & Business Intelligence,"IT-Software, Software Services",Other,"Excel, Operations Improvement, Business Growth, VBA, Process Setting, Process Improvement, Project Design, Business Excellence, New Business, Macros"
"2,250,000",5.0,Analytics & BI,Analytics & Business Intelligence,"Banking, Financial Services, Broking",Analytics Manager,"analytics, modeling, Risk Management, credit risk, risk analytics"
"250,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"Hiring, Sourcing"
"287,500",4.0,Creative,"Design , Creative , User Experience","IT-Software, Software Services",User Experience Designer,UI
"175,000",2.5,Retail Sales,"Sales , Retail , Business Development","Retail, Wholesale",Sales Executive,"Team Management, Retail, Visual Merchandising, Sales Consulting, Floor Management"
"225,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling,"Customer Support, Captive Unit, Night Shift, Sales Executive Activities, International BPO"
"650,000",3.0,Admin/Maintenance/Security/Datawarehousing,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Support Engineer,"SQL, Unix, C, Python, Production Support"
"200,000",0.0,Other,"Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Trainee,"Production, Automobile, Quality"
"212,500",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","Banking, Financial Services, Broking",Telecalling,"customer service, customer care, inbound sales, customer support, life insurance, phone banking, home loan, credit cards, tele - calling, outbound sales, general insurance, mutual funds, telemarketing"
"375,000",4.5,Engineering Design,"Engineering Design , R&D","Semiconductors, Electronics",Design Engineer,"Design Development, USB, RS485, RS232, Embedded Systems, ARM, LCD"
"350,000",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"bpo, voice process, Travel Process, customer service, customer care, international call center, communication skills"
"225,000",3.5,Project Management,"Site Engineering , Project Management","BPO, Call Centre, ITeS",Project Manager-IT,"sales, planning, project coordination, project co - ordinator, key account management, client servicing, Client Relationship Management, Project Management, Project Planning, Project"
"362,500",4.5,Retail Sales,"Sales , Retail , Business Development",Insurance,Sales,"agent, casa, loan, nbfc, financial advisor, agency, health insurance, financial, insurance broking, financial services, life insurance, banking, broking, bank, bfsi, lead generation, insurance sales"
"287,500",2.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Android Application Development, Backend, Android Application, Front End, Unit Testing, Product Design, Problem Solving, Android Development, End User"
"300,000",12.5,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Printing, Packaging",Financial Accountant,"Accounting, Book Keeping, Banking Sales, Expenses, MIS, Liabilities, Financial Accounting"
"312,500",2.0,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Medical Officer,"biotechnology, biology, bpt, microbiology, botany, nursing, biomedical, medical coding, bsc, biochemistry, bioinformatics, medical coder, pharmacy, life sciences, msc, zoology"
"600,000",4.5,Other,"IT Software - eCommerce , Internet Technologies","Media, Entertainment, Internet",Outside Consultant,"Media Buying, Account Management, Digital Marketing"
"287,500",2.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate,"relationship officer, Relationship Executive, operations, service delivery, lead generation"
"3,000,000",9.5,Senior Management,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",Head,"Data Manipulation, Data Analysis, Big Data, Data Visualization, Data Mining, Senior Management, Spark, Data Processing, Python"
"212,500",1.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Recruitment Executive,"hr recruiter, Recruitment Executive, Technical Recruitment, Talent Acquisition, technical hiring, it recruitment, recruitment, technical recruiter, Recruitment Consultant"
"487,500",3.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","Recruitment, Staffing",Associate,"Technical Recruitment, W2, C2C, US Staffing, Non It"
"187,500",1.0,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales,"vehicle loans, field marketing, Auto Loans, business executive, Commercial Vehicle Loans, mba fresher, Commercial Vehicle, sales"
"375,000",4.0,Architectural Services,"Architecture , Interior Design","Architecture, Interior Design",Project Architect,"Project Execution, Project Management, Estimation, Site Supervision, Project Delivery"
"850,000",3.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"front end, css, python, SQL Queries, Product, docker, SQL, Product Development, node.js, open source, Backend, Software Development, html, angularjs, React.Js"
"300,000",2.0,Mutual Funds/Fund Management/Asset Management,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",CRM,"Salary, Incentives, PF, ESIC, K"
"275,000",7.5,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Industrial Products, Heavy Machinery",Accounts Executive,"Gst, TDS, Tally, Banking, Balance Sheet"
"1,350,000",17.5,Senior Management,"Accounts , Finance , Tax , Company Secretary , Audit","Travel , Hotels , Restaurants , Airlines , Railways",Head,"Accounting, Finance, Auditing, Income Tax, TDS, Service Tax, Taxation, Gst, Budgeting, Tax Audit, Balance Sheet, Fund Management"
"450,000",6.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Performance Tuning, plsql"
"2,750,000",10.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"c++, c"
"550,000",5.5,R&D,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Analytical Chemistry Associate,"HPLC, GC, UV, Method Development, Research, IR, Analytical Instruments, Anda, method transfer, analysis, solid, dissolution"
"237,500",4.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"Customer Care Executive, Website Sales, Telecalling, Outbound Process, sales"
"1,400,000",5.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"laravel, php, MongoDB, React.Js, jquery, sql"
"850,000",4.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"python, Java Api, LaTeX, java, technical analysis, Javascript, Technical Analyst, process automation"
"587,500",4.5,Retail Sales,"Sales , Retail , Business Development","FMCG, Foods, Beverage",Sales,"sales, Institutional Sales, corporate sales, key account, modern trade, modern retail, Horeca Sales, Restaurant, Business Development"
"275,000",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"health insurance, medical insurance, ar caller, AR Calling, medical billing, Hospital, rcm"
"1,000,000",4.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"spring, css, design patterns, JSP, j2ee, servlets, html, mysql, hibernate, core java, javascript"
"400,000",4.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Software Development, MySQL, PHP, MVC, Laravel, Codeigniter Framework, Codeigniter"
"112,500",2.0,Senior Management,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Executive,"Training, Workers Compensation, Employee Communication, Selection Process, Employee Relations, HR, Performance Management, Orientation, Employee Development, Recruitment"
"600,000",4.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"algorithms, objective c, i - phone, iphone developer, data structures, ios development, ios, iphone, cocoa"
"1,400,000",8.5,Programming & Design,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer,"SQL, Automation Testing, Test Lead, Enabler, Data Science, Big Data Analytics, Enterprise Applications, Team Handling"
"450,000",3.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,"w2, c2c, corp to corp, corp - corp, 1099, h1b, us it staffing, us staffing, direct client, senior recruiter, it recruiter, recruiter, technical recruiter, associate recruiter, us it recruiter, lead recruiter, recruitment executive, us recruiter"
"2,300,000",17.5,Retail Sales,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Sales,SALES & MARKETING
"375,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"Customer Support Executive, kannada, Tamil, English, Customer Support, Customer Care, customer service representative, Hindi, telugu, International BPO"
"325,000",2.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"bpo, csr, customer relationship, technical support engineer, inbound, customer service, customer care, call center, customer support, tsr, outbound, technical service, customer support officer"
"387,500",2.5,Creative,"Design , Creative , User Experience","Internet, Ecommerce",Copywriter,"story boarding, Social Media, copy writer, Copywriter, creative writing, story writing, copywriting, Social Media Manager, Facebook, content writer, content developer"
"325,000",3.5,Life Insurance/Financial Services,"Financial Services , Banking , Investments , Insurance",Insurance,Sales,"insurance, channel sales, business development, bdm, cross selling, corporate sales, sales, banking, relationship manager, bank, sales manager, financial products, insurance sales, bancassurance, agency manager, alternate channel, direct sales, banca"
"200,000",4.5,Quality,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Quality Assurance,"Feedback, Quality Analysis"
"350,000",3.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"American Express, Dell, sitel, Accenture, wipro, Barclays, British telecom, Serco, NonVoice, voice process, ibm, Wns, British Airways, International Bpo"
"1,200,000",7.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Java, Angularjs, Javascript, Spring"
"375,000",3.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"team development, senior executive, sr. executive, executive, customer care, customer support, International BPO, voice process, inbound, voice, bpo, international call center, bpo fresher, graduate fresher, fresher female, graduate female"
"1,100,000",6.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Automobile, Auto Anciliary, Auto Components",HR Executive,"HR, human resource, recruitment, hiring, sourcing, HR Generalist Activities, HR Generalist, hr manager, human resource manager"
"275,000",3.0,Creative,"Design , Creative , User Experience","IT-Software, Software Services",Web Designer,"Web Technologies, Digital Marketing, Web Development"
